answer_llm,answer_orig,document,question,group
"Windows SmartScreen là một tính năng bảo mật tích hợp sẵn trong Windows 8 hoặc 10 nhằm giúp mọi người an toàn hơn. Nó tự động quét các ứng dụng, tập tin, nội dung tải xuống, trang web, chặn nội dung nguy hiểm đã biết và cảnh báo bạn khi chạy các ứng dụng không xác định. 


","Trong Windows 10, bắt đầu với bản cập nhật Creators Update, bạn có thể tìm thấy cài đặt SmartScreen trong giao diện Windows Defender Security Center. Nhấp vào biểu tượng App & browser control trong thanh bên của Windows Defender để tìm các thiết lập này. Có ba bộ lọc SmartScreen khác nhau và bạn có thể định cấu hình các tùy chọn riêng cho từng loại, gồm có Block để chặn các ứng dụng không được chấp nhận, Warn để cảnh báo và chờ bạn xác nhận, hoặc “Off” để vô hiệu hóa SmartScreen hoàn toàn. Trong Windows 8, bạn sẽ thấy tùy chọn này trong Control Panel. Để thực hiện, hãy điều hướng đến Control Panel > System and Security > Action Center. Mở rộng phần Security, xác định vị trí Windows SmartScreen trong danh sách và nhấp vào Change settings ở dưới nó. Sau đó bạn có thể chọn cách xử lý của Windows đối với các chương trình không được chấp nhận. Bạn có thể nhận được yêu cầu phê duyệt của quản trị viên trước khi chạy một chương trình không rõ nguồn gốc, hiển thị cảnh báo mà không yêu cầu sự chấp thuận của quản trị viên, hoặc chọn Don’t do anything để tắt Windows SmartScreen.",394cf25b,Windows SmartScreen hoạt động như thế nào?,General
"Không có thông tin về việc kích hoạt SmartScreen riêng biệt mà không cần dùng đến Windows Defender trong đoạn văn bản được cung cấp. 
","Trong Windows 10, bắt đầu với bản cập nhật Creators Update, bạn có thể tìm thấy cài đặt SmartScreen trong giao diện Windows Defender Security Center. Nhấp vào biểu tượng App & browser control trong thanh bên của Windows Defender để tìm các thiết lập này. Có ba bộ lọc SmartScreen khác nhau và bạn có thể định cấu hình các tùy chọn riêng cho từng loại, gồm có Block để chặn các ứng dụng không được chấp nhận, Warn để cảnh báo và chờ bạn xác nhận, hoặc “Off” để vô hiệu hóa SmartScreen hoàn toàn. Trong Windows 8, bạn sẽ thấy tùy chọn này trong Control Panel. Để thực hiện, hãy điều hướng đến Control Panel > System and Security > Action Center. Mở rộng phần Security, xác định vị trí Windows SmartScreen trong danh sách và nhấp vào Change settings ở dưới nó. Sau đó bạn có thể chọn cách xử lý của Windows đối với các chương trình không được chấp nhận. Bạn có thể nhận được yêu cầu phê duyệt của quản trị viên trước khi chạy một chương trình không rõ nguồn gốc, hiển thị cảnh báo mà không yêu cầu sự chấp thuận của quản trị viên, hoặc chọn Don’t do anything để tắt Windows SmartScreen.",394cf25b,Tôi có thể kích hoạt SmartScreen trên Windows 10 mà không cần đến Windows Defender không?,General
"Với 1 USD, bạn có thể mua một bát bubur ayam (cháo gà đặc) cùng bánh mì rán, đậu nành rán ở Indonesia. 
","Với 1 USD, bạn có thể mua một bát bubur ayam (cháo gà đặc) ăn cùng bánh mì rán, đậu nành rán thơm ngon, bổ dưỡng ở Indonesia; một thanh kẹo chocolate nhân đậu phộng Snicker béo ngậy ở Nhật Bản; một dĩa chipsi mayai (trứng rán khoai tây) hấp dẫn ở Tanzania; một miếng pizza ở Mỹ; một dĩa Koshari loại vừa ở Ai Cập; một dĩa Aji de Gallina (cơm gà kèm nước sốt) ở Peru; 10 chiếc bánh bao Momo có nhân làm từ thịt xay, rau hoặc một loại phô mai Himalaya có tên là Chhurpi ở Nepal; một lon Coca Cola ở Hong Kong (Trung Quốc); một ổ bánh mì ở Nước Anh thống nhất; một chiếc bánh ngọt hình ống khói kurtoskalacs ở Hungary; một suất kimbap (cơm cuộn rong biển) ở Hàn Quốc; một chiếc bánh shawarrma ở Dubai, Các Tiểu vương quốc Arab thống nhất (UAE); hai kg khoai tây ở Nga; một ổ bánh mì que (baguette) ở Pháp; một bó rau diếp ở Canada; một hộp sữa ở Triều Tiên; một cốc bia ở quán rượu bình dân ở Cộng hòa Séc; một tách cà phê Espresso ở Italy; một bữa ăn đầy đủ với cà ri và bánh mì Naan ở Ấn Độ.",a54d7c06,"Với 1 USD, bạn có thể mua món gì ngon ở Indonesia?",General
"Với 1 USD, bạn có thể mua được một thanh kẹo chocolate nhân đậu phộng Snicker béo ngậy ở Nhật Bản. 


","Với 1 USD, bạn có thể mua một bát bubur ayam (cháo gà đặc) ăn cùng bánh mì rán, đậu nành rán thơm ngon, bổ dưỡng ở Indonesia; một thanh kẹo chocolate nhân đậu phộng Snicker béo ngậy ở Nhật Bản; một dĩa chipsi mayai (trứng rán khoai tây) hấp dẫn ở Tanzania; một miếng pizza ở Mỹ; một dĩa Koshari loại vừa ở Ai Cập; một dĩa Aji de Gallina (cơm gà kèm nước sốt) ở Peru; 10 chiếc bánh bao Momo có nhân làm từ thịt xay, rau hoặc một loại phô mai Himalaya có tên là Chhurpi ở Nepal; một lon Coca Cola ở Hong Kong (Trung Quốc); một ổ bánh mì ở Nước Anh thống nhất; một chiếc bánh ngọt hình ống khói kurtoskalacs ở Hungary; một suất kimbap (cơm cuộn rong biển) ở Hàn Quốc; một chiếc bánh shawarrma ở Dubai, Các Tiểu vương quốc Arab thống nhất (UAE); hai kg khoai tây ở Nga; một ổ bánh mì que (baguette) ở Pháp; một bó rau diếp ở Canada; một hộp sữa ở Triều Tiên; một cốc bia ở quán rượu bình dân ở Cộng hòa Séc; một tách cà phê Espresso ở Italy; một bữa ăn đầy đủ với cà ri và bánh mì Naan ở Ấn Độ.",a54d7c06,Bạn có thể đổi 1 USD mua món quà vặt gì ở Nhật Bản?,General
"Với 1 USD, một người ở Tanzania có thể mua một đĩa chipsi mayai (trứng rán khoai tây) hấp dẫn. 


","Với 1 USD, bạn có thể mua một bát bubur ayam (cháo gà đặc) ăn cùng bánh mì rán, đậu nành rán thơm ngon, bổ dưỡng ở Indonesia; một thanh kẹo chocolate nhân đậu phộng Snicker béo ngậy ở Nhật Bản; một dĩa chipsi mayai (trứng rán khoai tây) hấp dẫn ở Tanzania; một miếng pizza ở Mỹ; một dĩa Koshari loại vừa ở Ai Cập; một dĩa Aji de Gallina (cơm gà kèm nước sốt) ở Peru; 10 chiếc bánh bao Momo có nhân làm từ thịt xay, rau hoặc một loại phô mai Himalaya có tên là Chhurpi ở Nepal; một lon Coca Cola ở Hong Kong (Trung Quốc); một ổ bánh mì ở Nước Anh thống nhất; một chiếc bánh ngọt hình ống khói kurtoskalacs ở Hungary; một suất kimbap (cơm cuộn rong biển) ở Hàn Quốc; một chiếc bánh shawarrma ở Dubai, Các Tiểu vương quốc Arab thống nhất (UAE); hai kg khoai tây ở Nga; một ổ bánh mì que (baguette) ở Pháp; một bó rau diếp ở Canada; một hộp sữa ở Triều Tiên; một cốc bia ở quán rượu bình dân ở Cộng hòa Séc; một tách cà phê Espresso ở Italy; một bữa ăn đầy đủ với cà ri và bánh mì Naan ở Ấn Độ.",a54d7c06,"Với một USD, người ta ở Tanzania có thể mua gì để ăn?",General
"Chỉ cần 1 USD, tại Mỹ bạn có thể mua một miếng pizza mỏng. 
","Với 1 USD, bạn có thể mua một bát bubur ayam (cháo gà đặc) ăn cùng bánh mì rán, đậu nành rán thơm ngon, bổ dưỡng ở Indonesia; một thanh kẹo chocolate nhân đậu phộng Snicker béo ngậy ở Nhật Bản; một dĩa chipsi mayai (trứng rán khoai tây) hấp dẫn ở Tanzania; một miếng pizza ở Mỹ; một dĩa Koshari loại vừa ở Ai Cập; một dĩa Aji de Gallina (cơm gà kèm nước sốt) ở Peru; 10 chiếc bánh bao Momo có nhân làm từ thịt xay, rau hoặc một loại phô mai Himalaya có tên là Chhurpi ở Nepal; một lon Coca Cola ở Hong Kong (Trung Quốc); một ổ bánh mì ở Nước Anh thống nhất; một chiếc bánh ngọt hình ống khói kurtoskalacs ở Hungary; một suất kimbap (cơm cuộn rong biển) ở Hàn Quốc; một chiếc bánh shawarrma ở Dubai, Các Tiểu vương quốc Arab thống nhất (UAE); hai kg khoai tây ở Nga; một ổ bánh mì que (baguette) ở Pháp; một bó rau diếp ở Canada; một hộp sữa ở Triều Tiên; một cốc bia ở quán rượu bình dân ở Cộng hòa Séc; một tách cà phê Espresso ở Italy; một bữa ăn đầy đủ với cà ri và bánh mì Naan ở Ấn Độ.",a54d7c06," Với 1 USD, bạn có thể thưởng thức món gì ở Mỹ?",General
"Với 1 USD, bạn có thể được thưởng thức một dĩa Aji de Gallina (cơm gà kèm nước sốt) ở Peru.  
","Với 1 USD, bạn có thể mua một bát bubur ayam (cháo gà đặc) ăn cùng bánh mì rán, đậu nành rán thơm ngon, bổ dưỡng ở Indonesia; một thanh kẹo chocolate nhân đậu phộng Snicker béo ngậy ở Nhật Bản; một dĩa chipsi mayai (trứng rán khoai tây) hấp dẫn ở Tanzania; một miếng pizza ở Mỹ; một dĩa Koshari loại vừa ở Ai Cập; một dĩa Aji de Gallina (cơm gà kèm nước sốt) ở Peru; 10 chiếc bánh bao Momo có nhân làm từ thịt xay, rau hoặc một loại phô mai Himalaya có tên là Chhurpi ở Nepal; một lon Coca Cola ở Hong Kong (Trung Quốc); một ổ bánh mì ở Nước Anh thống nhất; một chiếc bánh ngọt hình ống khói kurtoskalacs ở Hungary; một suất kimbap (cơm cuộn rong biển) ở Hàn Quốc; một chiếc bánh shawarrma ở Dubai, Các Tiểu vương quốc Arab thống nhất (UAE); hai kg khoai tây ở Nga; một ổ bánh mì que (baguette) ở Pháp; một bó rau diếp ở Canada; một hộp sữa ở Triều Tiên; một cốc bia ở quán rượu bình dân ở Cộng hòa Séc; một tách cà phê Espresso ở Italy; một bữa ăn đầy đủ với cà ri và bánh mì Naan ở Ấn Độ.",a54d7c06,Một USD bạn có thể được thưởng thức món gì ở Peru?,General
"Lữ đoàn Al-Quds là một lực lượng phiến quân ủng hộ quân đội Syria trong cuộc chiến chống IS tại Deir Ezzur. 
","Những lực lượng hỗ trợ quân đội Syria trong cuộc chiến chống IS ở Deir Ezzur bao gồm Lữ đoàn Al-Quds, Lực lượng Galilee, Bảo vệ Quốc gia Ả Rập, Quân đội Giải phóng Palestine (PLA), Lực lượng Phòng vệ Quốc gia, Lực lượng Fatemiyoun và Hezbollah.",80c8acd5,Lữ đoàn Al-Quds là lực lượng nào?,General
"Ngoài Hezbollah, các lực lượng khác đang hỗ trợ quân đội Syria trong cuộc chiến chống IS ở Deir Ezzur bao gồm Lữ đoàn Al-Quds, Lực lượng Galilee, Bảo vệ Quốc gia Ả Rập, Quân đội Giải phóng Palestine (PLA), Lực lượng Phòng vệ Quốc gia, Lực lượng Fatemiyoun.  
","Những lực lượng hỗ trợ quân đội Syria trong cuộc chiến chống IS ở Deir Ezzur bao gồm Lữ đoàn Al-Quds, Lực lượng Galilee, Bảo vệ Quốc gia Ả Rập, Quân đội Giải phóng Palestine (PLA), Lực lượng Phòng vệ Quốc gia, Lực lượng Fatemiyoun và Hezbollah.",80c8acd5,"Ngoài Hezbollah, lực lượng nào khác đang hỗ trợ quân đội Syria?",General
"Quân đội Giải phóng Palestine (PLA) hoạt động sát cánh với quân đội Syria trong chiến đấu chống IS ở Deir Ezzur.  
 
 PL 
 A
 

 
","Những lực lượng hỗ trợ quân đội Syria trong cuộc chiến chống IS ở Deir Ezzur bao gồm Lữ đoàn Al-Quds, Lực lượng Galilee, Bảo vệ Quốc gia Ả Rập, Quân đội Giải phóng Palestine (PLA), Lực lượng Phòng vệ Quốc gia, Lực lượng Fatemiyoun và Hezbollah.",80c8acd5,Quân đội Giải phóng Palestine đóng vai trò gì trong chiến đấu chống IS ở Deir Ezzor?,General
"Có 7 lực lượng tham gia hỗ trợ quân đội Syria: Lữ đoàn Al-Quds, Lực lượng Galilee, Bảo vệ Quốc gia Ả Rập, Quân đội Giải phóng Palestine (PLA), Lực lượng Phòng vệ Quốc gia, Lực lượng Fatemiyoun và Hezbollah. 
","Những lực lượng hỗ trợ quân đội Syria trong cuộc chiến chống IS ở Deir Ezzur bao gồm Lữ đoàn Al-Quds, Lực lượng Galilee, Bảo vệ Quốc gia Ả Rập, Quân đội Giải phóng Palestine (PLA), Lực lượng Phòng vệ Quốc gia, Lực lượng Fatemiyoun và Hezbollah.",80c8acd5,Có bao nhiêu lực lượng tham gia hỗ trợ quân đội Syria ở Deir Ezzor?,General
"Theo những thông tin được cung cấp, không có cái tên cụ thể của các lực lượng nào đang hỗ trợ quân đội Syria chống lại IS.  


","Những lực lượng hỗ trợ quân đội Syria trong cuộc chiến chống IS ở Deir Ezzur bao gồm Lữ đoàn Al-Quds, Lực lượng Galilee, Bảo vệ Quốc gia Ả Rập, Quân đội Giải phóng Palestine (PLA), Lực lượng Phòng vệ Quốc gia, Lực lượng Fatemiyoun và Hezbollah.",80c8acd5,Liệt kê tên các lực lượng đang hỗ trợ quân đội Syria chống lại IS?,General
"U20 Argentina thắng U20 Guinea với tỷ số 5-0.   
",U20 Argentina hủy diệt U20 Guinea với tỷ số 5-0.,fe856c4b,Tỷ số trận đấu giữa U20 Argentina và U20 Guinea là bao nhiêu?,General
"Câu lạc bộ bóng đá U20 Argentina đã đánh bại U20 Guinea với tỷ số 5-0. 


",U20 Argentina hủy diệt U20 Guinea với tỷ số 5-0.,fe856c4b,Câu lạc bộ bóng đá nào đã đánh bại U20 Guinea với tỷ số 5-0?,General
"U20 Argentina thắng U20 Guinea với tỷ số 5-0. 
",U20 Argentina hủy diệt U20 Guinea với tỷ số 5-0.,fe856c4b,Argentina U20 đã thắng U20 Guinea với tỷ số bao nhiêu?,General
"U20 Guinea thua đội U20 Argentina với tỷ số 5-0. 
",U20 Argentina hủy diệt U20 Guinea với tỷ số 5-0.,fe856c4b,U20 Guinea thua đội nào với tỷ số 5-0?,General
"U20 Argentina ghi được 5 bàn thắng trong trận đấu với U20 Guinea. 
",U20 Argentina hủy diệt U20 Guinea với tỷ số 5-0.,fe856c4b,Có bao nhiêu bàn thắng mà U20 Argentina ghi được trong trận đấu với U20 Guinea?,General
"Cuộc thi đã thu hút gần 3.000 bài dự thi.  
",Gần 3.000 bài dự thi.,07fcd094,"Cuộc thi 'Tìm hiểu lịch sử quan hệ đặc biệt Việt Nam - Lào, Lào - Việt Nam' đã thu hút bao nhiêu người tham gia?",General
"Cuộc thi 'Tìm hiểu lịch sử quan hệ đặc biệt Việt Nam - Lào, Lào - Việt Nam' được tổ chức tại tỉnh Kon Tum. 
",Gần 3.000 bài dự thi.,07fcd094,"Cuộc thi 'Tìm hiểu lịch sử quan hệ đặc biệt Việt Nam - Lào, Lào - Việt Nam' được tổ chức tại đâu?",General
"Cuộc thi 'Tìm hiểu lịch sử quan hệ đặc biệt Việt Nam - Lào, Lào - Việt Nam' thu hút đông đảo cán bộ, đảng viên, công chức, viên chức lao động, phóng viên báo chí, lực lượng vũ trang, giáo viên, sinh viên, thanh thiếu niên đang sinh sống, học tập, công tác tại tỉnh Kon Tum. 
",Gần 3.000 bài dự thi.,07fcd094,"Đối tượng nào được phép tham gia cuộc thi 'Tìm hiểu lịch sử quan hệ đặc biệt Việt Nam - Lào, Lào - Việt Nam'?",General
"Cho đến nay, văn bản không cung cấp thông tin về người chủ trì cuộc thi 'Tìm hiểu lịch sử quan hệ đặc biệt Việt Nam - Lào, Lào - Việt Nam'.  


",Gần 3.000 bài dự thi.,07fcd094,"Ai là người chủ trì cuộc thi 'Tìm hiểu lịch sử quan hệ đặc biệt Việt Nam - Lào, Lào - Việt Nam'? ",General
"Nội dung tài liệu không ghi chú điều kiện tham gia cuộc thi 'Tìm hiểu lịch sử quan hệ đặc biệt Việt Nam - Lào, Lào - Việt Nam'. 


",Gần 3.000 bài dự thi.,07fcd094,"Điều kiện tham gia cuộc thi 'Tìm hiểu lịch sử quan hệ đặc biệt Việt Nam - Lào, Lào - Việt Nam' là gì?",General
"Có khả năng VN-Index sẽ tiếp tục tăng và vượt qua đỉnh cũ quanh 792 điểm nhưng xung lực tăng là không quá mạnh do yếu tố phân hóa tiếp diễn.  
","Có khả năng VN-Index sẽ tiếp tục tăng và vượt qua đỉnh cũ quanh 792 điểm nhưng xung lực tăng là không quá mạnh do yếu tố phân hóa tiếp diễn. Tuy nhiên, cần lưu ý rằng có thể xuất hiện các nhịp điều chỉnh trước khi VN-Index và HNX-Index tiến lên các mức giá cao hơn.",039a3d60,VN-Index có khả năng tăng điểm trong thời gian sắp tới không?,General
"VN-Index có thể vượt  đỉnh cũ quanh 792 điểm, tuy nhiên xung lực tăng là không quá mạnh do yếu tố phân hóa tiếp diễn.  


","Có khả năng VN-Index sẽ tiếp tục tăng và vượt qua đỉnh cũ quanh 792 điểm nhưng xung lực tăng là không quá mạnh do yếu tố phân hóa tiếp diễn. Tuy nhiên, cần lưu ý rằng có thể xuất hiện các nhịp điều chỉnh trước khi VN-Index và HNX-Index tiến lên các mức giá cao hơn.",039a3d60,Điều gì tác động đến khả năng tăng điểm của VN-Index?,General
"Mức giá đỉnh cũ của VN-Index là 793 điểm. 
","Có khả năng VN-Index sẽ tiếp tục tăng và vượt qua đỉnh cũ quanh 792 điểm nhưng xung lực tăng là không quá mạnh do yếu tố phân hóa tiếp diễn. Tuy nhiên, cần lưu ý rằng có thể xuất hiện các nhịp điều chỉnh trước khi VN-Index và HNX-Index tiến lên các mức giá cao hơn.",039a3d60,Mức giá đỉnh cũ của VN-Index là bao nhiêu điểm?,General
"Ngoài tăng điểm, xu hướng thị trường chứng khoán có thể có những biến động như chững lại sau khi đạt đỉnh, nhịp độ giao dịch bắt đầu đi xuống, thị trường tiêu cực hơn khi hầu hết các mã giảm giá lại là những mã có khối lượng và giá trị giao dịch lớn, giá và khối lượng không song hành cho thấy dù có điểm tựa từ các mã vốn hóa lớn, thị trường khó có thể đi xa hơn trong những phiên tới. 


","Có khả năng VN-Index sẽ tiếp tục tăng và vượt qua đỉnh cũ quanh 792 điểm nhưng xung lực tăng là không quá mạnh do yếu tố phân hóa tiếp diễn. Tuy nhiên, cần lưu ý rằng có thể xuất hiện các nhịp điều chỉnh trước khi VN-Index và HNX-Index tiến lên các mức giá cao hơn.",039a3d60,"Ngoài tăng điểm, xu hướng thị trường chứng khoán có thể có những biến động nào khác?",General
"Trong bối cảnh thị trường phân hóa, các công ty chứng khoán khuyến nghị nhà đầu tư nên lựa chọn cổ phiếu được dự báo hỗ trợ bởi kết quả kinh doanh quý II hoặc có thông tin tích cực.  Nhà đầu tư cũng nên cân nhắc bán ra một phần danh mục ngắn hạn tại vùng kháng cự 755-760 điểm để phục vụ cho hoạt động trading. 
","Có khả năng VN-Index sẽ tiếp tục tăng và vượt qua đỉnh cũ quanh 792 điểm nhưng xung lực tăng là không quá mạnh do yếu tố phân hóa tiếp diễn. Tuy nhiên, cần lưu ý rằng có thể xuất hiện các nhịp điều chỉnh trước khi VN-Index và HNX-Index tiến lên các mức giá cao hơn.",039a3d60,"Trong bối cảnh thị trường phân hóa, lời khuyên của bạn đối với nhà đầu tư là gì?",General
"Trước khi trở thành nàng tiên cá, Carol Catan làm bác sĩ thú y trong 10 năm.  
","Carol Catan là một nàng tiên cá ở Brazil từ năm 2012, sau khi làm bác sỹ thú y trong 10 năm. Hiện tại, Carol tham gia các buổi biểu diễn dưới nước như một nàng tiên cá ở các sự kiện và làm tình nguyện viên hướng dẫn trẻ khuyết tật các kỹ năng làm nàng tiên cá ở các bệnh viện Brazil.",3106b014,Carol Catan làm nghề gì trước khi trở thành nàng tiên cá?,General
"Carol Catan trở thành một nàng tiên cá ở Brazil từ năm 2012. 
","Carol Catan là một nàng tiên cá ở Brazil từ năm 2012, sau khi làm bác sỹ thú y trong 10 năm. Hiện tại, Carol tham gia các buổi biểu diễn dưới nước như một nàng tiên cá ở các sự kiện và làm tình nguyện viên hướng dẫn trẻ khuyết tật các kỹ năng làm nàng tiên cá ở các bệnh viện Brazil.",3106b014,Carol Catan đã làm nàng tiên cá ở Brazil từ năm bao nhiêu?,General
"Carol Catan trở thành nàng tiên cá ở Brazil từ năm 2012. 
","Carol Catan là một nàng tiên cá ở Brazil từ năm 2012, sau khi làm bác sỹ thú y trong 10 năm. Hiện tại, Carol tham gia các buổi biểu diễn dưới nước như một nàng tiên cá ở các sự kiện và làm tình nguyện viên hướng dẫn trẻ khuyết tật các kỹ năng làm nàng tiên cá ở các bệnh viện Brazil.",3106b014,Carol Catan làm nàng tiên cá ở đâu?,General
"Carol Catan hiện đang tham gia các buổi biểu diễn dưới nước như một nàng tiên cá ở các sự kiện và làm tình nguyện viên hướng dẫn trẻ khuyết tật các kỹ năng làm nàng tiên cá ở các bệnh viện Brazil. 
","Carol Catan là một nàng tiên cá ở Brazil từ năm 2012, sau khi làm bác sỹ thú y trong 10 năm. Hiện tại, Carol tham gia các buổi biểu diễn dưới nước như một nàng tiên cá ở các sự kiện và làm tình nguyện viên hướng dẫn trẻ khuyết tật các kỹ năng làm nàng tiên cá ở các bệnh viện Brazil.",3106b014,Thành phần nào đi sâu vào công việc của Carol Catan ở Brazil?,General
"Carol Catan hoạt động xã hội bằng cách tham gia biểu diễn dưới nước ở các sự kiện và  là tình nguyện viên hướng dẫn trẻ khuyết tật các kỹ năng làm nàng tiên cá ở các bệnh viện Brazil. 
","Carol Catan là một nàng tiên cá ở Brazil từ năm 2012, sau khi làm bác sỹ thú y trong 10 năm. Hiện tại, Carol tham gia các buổi biểu diễn dưới nước như một nàng tiên cá ở các sự kiện và làm tình nguyện viên hướng dẫn trẻ khuyết tật các kỹ năng làm nàng tiên cá ở các bệnh viện Brazil.",3106b014,Carol Catan hoạt động xã hội như thế nào?,General
"Ronaldo vẫn tiếp tục thi đấu sau khi đổ máu do pha đánh đầu ghi bàn. 
","Ronaldo vẫn tiếp tục thi đấu sau khi đổ máu do pha đánh đầu ghi bàn, mặc dù máu đã đổ trên khuôn mặt của anh.",50de027b,Ronaldo đã ghi bàn bằng cách nào mà đổ máu?,General
"Cụ thể trong văn bản chưa có thông tin về việc Ronaldo bị chảy máu trên mặt và vì sao anh vẫn thi đấu.
","Ronaldo vẫn tiếp tục thi đấu sau khi đổ máu do pha đánh đầu ghi bàn, mặc dù máu đã đổ trên khuôn mặt của anh.",50de027b,Vì sao Ronaldo không ngừng thi đấu mặc dù bị chảy máu trên mặt?,General
"Ronaldo đã đổ máu sau pha đánh đầu ghi bàn nâng tỷ số lên 6-1 cho Real Madrid.  
","Ronaldo vẫn tiếp tục thi đấu sau khi đổ máu do pha đánh đầu ghi bàn, mặc dù máu đã đổ trên khuôn mặt của anh.",50de027b,Vào lúc nào Ronaldo đổ máu?,General
"Ronaldo bị đánh cùi chỏ trúng mặt bởi đội trưởng Simon Francis của Bournemouth trong một pha tranh chấp bóng bổng. 
","Ronaldo vẫn tiếp tục thi đấu sau khi đổ máu do pha đánh đầu ghi bàn, mặc dù máu đã đổ trên khuôn mặt của anh.",50de027b,Nguyên nhân khiến Ronaldo bị chảy máu là gì?,General
"Ronaldo bị chảy máu ở mặt.  
","Ronaldo vẫn tiếp tục thi đấu sau khi đổ máu do pha đánh đầu ghi bàn, mặc dù máu đã đổ trên khuôn mặt của anh.",50de027b,Ronaldo bị chảy máu ở đâu trên khuôn mặt?,General
"Sư thầy Thích Huệ Văn đã vẽ bức tranh Bác Hồ trong bảy ngày ngay trước ngày 30-4-1975. 
","Sư thầy Thích Huệ Văn đã vẽ một bức tranh của Bác Hồ trong bảy ngày ngay trước ngày 30-4-1975. Bức tranh này được vẽ trên giấy carton và có một bức kích cỡ 1,2 x 2 m. Trong cuộc đời của sư Huệ Văn, có một cuộc gặp gỡ đặc biệt với anh trai của mình, anh Tư, đội trưởng Đội Tuyên truyền giải phóng quân, trong đó anh Tư đã cho sư Huệ Văn một bức ảnh cũ của Bác Hồ được cắt từ tờ báo mang từ Hà Nội vào Nam. Sư Huệ Văn đã vẽ lại bức ảnh cũ của Bác Hồ vào chùa Pháp Quang và sau đó bức tranh này được mang đi diễu hành cùng xe hoa mừng thống nhất đất nước. Sau đó, bức tranh này được treo trong dịp đại hội HTX Tiểu thủ công nghiệp quận 8.",1e8d2723,Sư thầy Thích Huệ Văn đã vẽ bức tranh Bác Hồ vào thời điểm nào?,General
"Bức tranh của Sư thầy Thích Huệ Văn vẽ về Bác Hồ có kích cỡ 1,2 x 2m.  
","Sư thầy Thích Huệ Văn đã vẽ một bức tranh của Bác Hồ trong bảy ngày ngay trước ngày 30-4-1975. Bức tranh này được vẽ trên giấy carton và có một bức kích cỡ 1,2 x 2 m. Trong cuộc đời của sư Huệ Văn, có một cuộc gặp gỡ đặc biệt với anh trai của mình, anh Tư, đội trưởng Đội Tuyên truyền giải phóng quân, trong đó anh Tư đã cho sư Huệ Văn một bức ảnh cũ của Bác Hồ được cắt từ tờ báo mang từ Hà Nội vào Nam. Sư Huệ Văn đã vẽ lại bức ảnh cũ của Bác Hồ vào chùa Pháp Quang và sau đó bức tranh này được mang đi diễu hành cùng xe hoa mừng thống nhất đất nước. Sau đó, bức tranh này được treo trong dịp đại hội HTX Tiểu thủ công nghiệp quận 8.",1e8d2723,Kích thước bức tranh của Sư thầy Thích Huệ Văn vẽ về Bác Hồ là bao nhiêu?,General
"Sư thầy Thích Huệ Văn được anh Tư, đội trưởng Đội Tuyên truyền giải phóng quân, tặng một bức ảnh cũ của Bác Hồ được cắt từ tờ báo mang từ Hà Nội vào Nam.  
","Sư thầy Thích Huệ Văn đã vẽ một bức tranh của Bác Hồ trong bảy ngày ngay trước ngày 30-4-1975. Bức tranh này được vẽ trên giấy carton và có một bức kích cỡ 1,2 x 2 m. Trong cuộc đời của sư Huệ Văn, có một cuộc gặp gỡ đặc biệt với anh trai của mình, anh Tư, đội trưởng Đội Tuyên truyền giải phóng quân, trong đó anh Tư đã cho sư Huệ Văn một bức ảnh cũ của Bác Hồ được cắt từ tờ báo mang từ Hà Nội vào Nam. Sư Huệ Văn đã vẽ lại bức ảnh cũ của Bác Hồ vào chùa Pháp Quang và sau đó bức tranh này được mang đi diễu hành cùng xe hoa mừng thống nhất đất nước. Sau đó, bức tranh này được treo trong dịp đại hội HTX Tiểu thủ công nghiệp quận 8.",1e8d2723,Sư thầy Thích Huệ Văn có được tặng ảnh Bác Hồ cũ từ ai?,General
"Nội dung bức ảnh cũ của Bác Hồ được cắt ra từ một tờ báo và được anh trai của sư Huệ Văn mang từ Hà Nội vào Nam. Sau đó, sư Huệ Văn đã vẽ lại bức ảnh đó vào chùa Pháp Quang. 


","Sư thầy Thích Huệ Văn đã vẽ một bức tranh của Bác Hồ trong bảy ngày ngay trước ngày 30-4-1975. Bức tranh này được vẽ trên giấy carton và có một bức kích cỡ 1,2 x 2 m. Trong cuộc đời của sư Huệ Văn, có một cuộc gặp gỡ đặc biệt với anh trai của mình, anh Tư, đội trưởng Đội Tuyên truyền giải phóng quân, trong đó anh Tư đã cho sư Huệ Văn một bức ảnh cũ của Bác Hồ được cắt từ tờ báo mang từ Hà Nội vào Nam. Sư Huệ Văn đã vẽ lại bức ảnh cũ của Bác Hồ vào chùa Pháp Quang và sau đó bức tranh này được mang đi diễu hành cùng xe hoa mừng thống nhất đất nước. Sau đó, bức tranh này được treo trong dịp đại hội HTX Tiểu thủ công nghiệp quận 8.",1e8d2723,Ảnh Bác Hồ cũ được mang bày ở đâu?,General
